Time Elapsed,Remaining Count,Non-empty Corridor Count,Average Density Over Capacity
89.5000000001767,286,118,0.129305140156965
89.8000000001685,285,111,0.136119481667427
90.30000000016,284,113,0.13786718292416
90.6000000001694,282,113,0.141950837087563
91.2000000001636,281,108,0.148112272377232
91.3000000001611,280,107,0.149483510999657
91.6000000001636,279,107,0.152320282163966
92.2000000001708,278,110,0.148477190042975
92.3000000001658,277,110,0.147638290570355
92.5000000001592,275,112,0.143565189758707
93.0000000001479,274,109,0.146978170833391
93.3000000001372,272,104,0.151412447196642
93.4000000001387,271,101,0.154870263040748
93.7000000001396,270,104,0.150071547177857
93.9000000001426,268,103,0.148963765769022
94.0000000001418,267,105,0.144724556876061
95.3000000001709,266,106,0.143241513717855
95.8000000001797,265,101,0.149823597377644
95.9000000001811,264,98,0.153452628112032
96.200000000182,263,101,0.149940199530037
97.4000000002145,262,97,0.153684925367417
97.6000000002215,261,97,0.154105061560404
98.8000000002416,259,105,0.135203716039856
99.1000000002454,258,111,0.129746880320311
100.100000000252,257,107,0.131979504065121
100.200000000254,256,107,0.131621596257746
100.600000000261,255,110,0.124611360817159
100.80000000026,254,109,0.123018759837591
101.000000000265,253,109,0.126471002720707
101.200000000274,252,110,0.125265659794172
101.600000000271,251,111,0.121395752130062
102.500000000278,250,102,0.131095370896825
102.700000000279,248,106,0.127706337698479
103.000000000281,247,106,0.124620528791353
104.400000000291,246,99,0.137421450408601
104.500000000296,245,101,0.136755436853019
104.700000000297,244,103,0.133250452791839
104.800000000295,243,106,0.130103394630652
104.900000000297,242,102,0.135014532867329
105.000000000296,241,101,0.135949498261233
106.000000000286,240,101,0.138164416395604
106.100000000286,239,101,0.137173677786859
106.200000000286,237,102,0.133210842946404
107.200000000303,235,98,0.125097462696813
107.600000000315,234,96,0.12671558944419
108.700000000317,233,98,0.12360645330077
108.800000000321,232,98,0.125514926886984
108.900000000324,231,97,0.127574467267775
110.000000000365,230,94,0.133943768924544
110.300000000371,229,94,0.129505461959642
110.400000000375,228,93,0.128490329163571
110.500000000374,227,92,0.128473560126061
111.400000000358,226,89,0.130961573502317
111.900000000342,225,86,0.136887120688666
112.100000000343,224,86,0.136192007632142
